Name,Height(cm),Team,Year
Maximilian Kilman,194,Wolverhampton Wanderers,2023
Ibrahima Konaté,194,Liverpool FC,2023
Harry Maguire,194,Manchester United,2023
Edouard Mendy,194,Chelsea FC,2023
Marek Rodák,194,Fulham FC,2023
Daniel Bentley,193,Wolverhampton Wanderers,2023
Marcus Bettinelli,193,Chelsea FC,2023
Philip Billing,193,AFC Bournemouth,2023
Nathan Collins,193,Wolverhampton Wanderers,2023
Shane Duffy,193,Fulham FC,2023
Owen Goodman,193,Crystal Palace,2023
Kai Havertz,193,Chelsea FC,2023
Krisztián Hegyi,193,West Ham United,2023
Karl Hein,193,Arsenal FC,2023
Sam Johnstone,193,Crystal Palace,2023
Andy Lonergan,193,Everton FC,2023
Alex McCarthy,193,Southampton FC,2023
Isaac Price,193,Everton FC,2023
Gabriel Słonina,193,Chelsea FC,2023
Virgil van Dijk,193,Liverpool FC,2023
Oliwier Zych,193,Aston Villa,2023
Joachim Andersen,192,Crystal Palace,2023
Duje Ćaleta-Car,192,Southampton FC,2023
Trevoh Chalobah,192,Chelsea FC,2023
Tristan Crama,192,Brentford FC,2023
 De Gea,192,Manchester United,2023
Lewis Dunk,192,Brighton & Hove Albion,2023
Alexander Isak,192,Newcastle United,2023
 José Sá,192,Wolverhampton Wanderers,2023
Jean-Philippe Mateta,192,Crystal Palace,2023
William Saliba,192,Arsenal FC,2023
Tomáš Souček,192,West Ham United,2023
James Tomkins,192,Crystal Palace,2023
Joe Whitworth,192,Crystal Palace,2023
 Alisson Becker,191,Liverpool FC,2023
Armando Broja,191,Chelsea FC,2023
Eric Dier,191,Tottenham Hotspur,2023
Martin Dúbravka,191,Newcastle United,2023
Mark Gillespie,191,Newcastle United,2023
Harvey Griffiths,191,Wolverhampton Wanderers,2023
Daniel Iversen,191,Leicester City,2023
Loris Karius,191,Newcastle United,2023
Robin Koch,191,Leeds United,2023
Ruben Loftus-Cheek,191,Chelsea FC,2023
Callum McFarlane,191,Fulham FC,2023
Scott McTominay,191,Manchester United,2023
Chris Mepham,191,AFC Bournemouth,2023
Jakub Moder,191,Brighton & Hove Albion,2023
Angelo Ogbonna,191,West Ham United,2023
 Rodri,191,Manchester City,2023
Mohammed Salisu,191,Southampton FC,2023
Ellis Simms,191,Everton FC,2023
Sil Swinkels,191,Aston Villa,2023
Mark Travers,191,AFC Bournemouth,2023
Matt Turner,191,Arsenal FC,2023
Raphaël Varane,191,Manchester United,2023
Danny Ward,191,Leicester City,2023
Adam Webster,191,Brighton & Hove Albion,2023
Chris Wood,191,Nottingham Forest,2023
Denis Zakaria,191,Chelsea FC,2023
 Adrián,190,Liverpool FC,2023
Nayef Aguerd,190,West Ham United,2023
Joseph Anang,190,West Ham United,2023
Armel Bella-Kotchap,190,Southampton FC,2023
 Carlos Vinícius,190,Fulham FC,2023
Jeremiah Chilokoa-Mullen,190,Leeds United,2023
Harvey Davies,190,Liverpool FC,2023
Łukasz Fabiański,190,West Ham United,2023
 Felipe Monteiro,190,Nottingham Forest,2023
 Gabriel Magalhães,190,Arsenal FC,2023
 Guaita,190,Crystal Palace,2023
Raúl Jiménez,190,Wolverhampton Wanderers,2023
 João Palhinha,190,Fulham FC,2023
Lloyd Kelly,190,AFC Bournemouth,2023
Aymeric Laporte,190,Manchester City,2023
Bernd Leno,190,Fulham FC,2023
Louie Moulden,190,Wolverhampton Wanderers,2023
 Neto,190,AFC Bournemouth,2023
Moussa Niakhaté,190,Nottingham Forest,2023
Nathaniel Phillips,190,Liverpool FC,2023
Aaron Ramsdale,190,Arsenal FC,2023
Viljami Sinisalo,190,Aston Villa,2023
Pascal Struijk,190,Leeds United,2023
Sam Surridge,190,Nottingham Forest,2023
Joe Worrall,190,Nottingham Forest,2023
Ryan Yates,190,Nottingham Forest,2023
Kurt Zouma,190,West Ham United,2023
Jan Bednarek,189,Southampton FC,2023
Dominic Calvert-Lewin,189,Everton FC,2023
Shea Charles,189,Manchester City,2023
James Debayo,189,Leeds United,2023
Rob Holding,189,Arsenal FC,2023
 Kepa,189,Chelsea FC,2023
Jakub Kiwior,189,Arsenal FC,2023
Kristoffer Klaesson,189,Leeds United,2023
Cheikhou Kouyaté,189,Nottingham Forest,2023
Scott McKenna,189,Nottingham Forest,2023
Aleksandar Mitrović,189,Fulham FC,2023
Nathan Patterson,189,Everton FC,2023
Jan Paul van Hecke,189,Brighton & Hove Albion,2023
Alfie Whiteman,189,Tottenham Hotspur,2023
 Zanka,189,Brentford FC,2023
Brandon Austin,188,Tottenham Hotspur,2023
Gavin Bazunu,188,Southampton FC,2023
Scott Carson,188,Manchester City,2023
Craig Dawson,188,Wolverhampton Wanderers,2023
Leander Dendoncker,188,Aston Villa,2023
 Ederson,188,Manchester City,2023
Jonny Evans,188,Leicester City,2023
 Fabinho,188,Liverpool FC,2023
Michael Forbes,188,West Ham United,2023
Joe Gomez,188,Liverpool FC,2023
Tom Heaton,188,Manchester United,2023
Dean Henderson,188,Nottingham Forest,2023
Harry Kane,188,Tottenham Hotspur,2023
Michael Keane,188,Everton FC,2023
Caoimhín Kelleher,188,Liverpool FC,2023
Levi Laing,188,West Ham United,2023
Jamaal Lascelles,188,Newcastle United,2023
Hugo Lloris,188,Tottenham Hotspur,2023
Nico O'Reilly,188,Manchester City,2023
Darren Randolph,188,AFC Bournemouth,2023
Chris Richards,188,Crystal Palace,2023
Charlie Robinson,188,Fulham FC,2023
George Shelvey,188,Nottingham Forest,2023
Boubakary Soumaré,188,Leicester City,2023
Jason Steele,188,Brighton & Hove Albion,2023
John Stones,188,Manchester City,2023
Lyle Taylor,188,Nottingham Forest,2023
Takehiro Tomiyasu,188,Arsenal FC,2023
Max Wöber,188,Leeds United,2023
James Wright,188,Aston Villa,2023
Manuel Akanji,187,Manchester City,2023
Rhys Bennett,187,Manchester United,2023
Rodrigo Bentancur,187,Tottenham Hotspur,2023
Giulian Biancone,187,Nottingham Forest,2023
Lewis Brunt,187,Leicester City,2023
Carney Chukwuemeka,187,Chelsea FC,2023
Regan Clayton,187,West Ham United,2023
Levi Colwill,187,Brighton & Hove Albion,2023
Odsonne Édouard,187,Crystal Palace,2023
Wout Faes,187,Leicester City,2023
Cody Gakpo,187,Liverpool FC,2023
Jordan Henderson,187,Liverpool FC,2023
Mason Holgate,187,Everton FC,2023
Rasmus Kristensen,187,Leeds United,2023
Victor Lindelöf,187,Manchester United,2023
 Luizão,187,West Ham United,2023
 Lyanco,187,Southampton FC,2023
Christian Nørgaard,187,Brentford FC,2023
Darwin Núñez,187,Liverpool FC,2023
Odel Offiah,187,Brighton & Hove Albion,2023
Lewis Orford,187,West Ham United,2023
Ethan Pinnock,187,Brentford FC,2023
 Rúben Dias,187,Manchester City,2023
Imari Samuels,187,Brighton & Hove Albion,2023
Davinson Sánchez,187,Tottenham Hotspur,2023
Dominic Solanke,187,AFC Bournemouth,2023
 Toti,187,Wolverhampton Wanderers,2023
Ilya Zabarnyi,187,AFC Bournemouth,2023
Daniel Amartey,186,Leicester City,2023
Pierre-Emerick Aubameyang,186,Chelsea FC,2023
Jamal Baptiste,186,West Ham United,2023
Willy Caballero,186,Southampton FC,2023
Liam Cooper,186,Leeds United,2023
Wesley Fofana,186,Chelsea FC,2023
Nathan Fraser,186,Wolverhampton Wanderers,2023
Tyler Fredricson,186,Manchester United,2023
James Garner,186,Everton FC,2023
 Joelinton,186,Newcastle United,2023
Thilo Kehrer,186,West Ham United,2023
Kalidou Koulibaly,186,Chelsea FC,2023
Dejan Kulusevski,186,Tottenham Hotspur,2023
Clément Lenglet,186,Tottenham Hotspur,2023
Teden Mengi,186,Manchester United,2023
 Michael Dacosta Gonzalez,186,AFC Bournemouth,2023
Luka Milivojević,186,Crystal Palace,2023
Ivan Perišić,186,Tottenham Hotspur,2023
Tim Ream,186,Fulham FC,2023
Fabian Schär,186,Newcastle United,2023
Thomas Strakosha,186,Brentford FC,2023
Dani van den Heuvel,186,Leeds United,2023
Joel Ward,186,Crystal Palace,2023
Ben White,186,Arsenal FC,2023
Joe Willock,186,Newcastle United,2023
Granit Xhaka,186,Arsenal FC,2023
 Adler Nascimento,185,Crystal Palace,2023
Charlie Allen,185,Leeds United,2023
Stefan Bajčetić,185,Liverpool FC,2023
Patrick Bamford,185,Leeds United,2023
Nathan Bishop,185,Manchester United,2023
 Cafú,185,Nottingham Forest,2023
Tom Cairney,185,Fulham FC,2023
 Casemiro,185,Manchester United,2023
Kaelan Casey,185,West Ham United,2023
Matty Cash,185,Aston Villa,2023
Timothy Castagne,185,Leicester City,2023
Conor Coady,185,Everton FC,2023
Steve Cook,185,Nottingham Forest,2023
 Diego Carlos,185,Aston Villa,2023
 Diego Costa,185,Wolverhampton Wanderers,2023
Jhon Durán,185,Aston Villa,2023
Aaron Hickey,185,Brentford FC,2023
Pierre-Emile Højbjerg,185,Tottenham Hotspur,2023
Will Hughes,185,Crystal Palace,2023
Kelechi Iheanacho,185,Leicester City,2023
Curtis Jones,185,Liverpool FC,2023
Phil Jones,185,Manchester United,2023
 Lino Sousa,185,Arsenal FC,2023
 Mateo Joseph,185,Leeds United,2023
Thomas McGill,185,Brighton & Hove Albion,2023
Weston McKennie,185,Leeds United,2023
Benjamin Mendy,185,Manchester City,2023
Lewis Miley,185,Newcastle United,2023
Kris Moore,185,Leeds United,2023
Keylor Navas,185,Nottingham Forest,2023
Stefan Ortega,185,Manchester City,2023
Thomas Partey,185,Arsenal FC,2023
Jordan Pickford,185,Everton FC,2023
Marcus Rashford,185,Manchester United,2023
Declan Rice,185,West Ham United,2023
Cristian Romero,185,Tottenham Hotspur,2023
Joe Rothwell,185,AFC Bournemouth,2023
Kristian Šekularac,185,Fulham FC,2023
Antoine Semenyo,185,AFC Bournemouth,2023
Marcos Senesi,185,AFC Bournemouth,2023
Alex Smithies,185,Leicester City,2023
Çağlar Söyüncü,185,Leicester City,2023
Jack Stephens,185,AFC Bournemouth,2023
James Tarkowski,185,Everton FC,2023
Danny Welbeck,185,Brighton & Hove Albion,2023
Charlie Whitaker,185,Everton FC,2023
Matthew Craig,184,Tottenham Hotspur,2023
Joshua Dasilva,184,Brentford FC,2023
 Diogo Monteiro,184,Leeds United,2023
Nathan Ferguson,184,Crystal Palace,2023
Junior Firpo,184,Leeds United,2023
Ben Godfrey,184,Everton FC,2023
Vitaly Janelt,184,Brentford FC,2023
Boubacar Kamara,184,Aston Villa,2023
Emil Krafth,184,Newcastle United,2023
Mario Lemina,184,Wolverhampton Wanderers,2023
 Marc Roca,184,Leeds United,2023
 Matheus Cunha,184,Wolverhampton Wanderers,2023
 Matheus Nunes,184,Wolverhampton Wanderers,2023
Michael Olise,184,Crystal Palace,2023
 Richarlison,184,Tottenham Hotspur,2023
Mads Roerslev,184,Brentford FC,2023
Pape Sarr,184,Tottenham Hotspur,2023
Jonjo Shelvey,184,Nottingham Forest,2023
Heung-min Son,184,Tottenham Hotspur,2023
Japhet Tanganga,184,Tottenham Hotspur,2023
Hamed Traorè,184,AFC Bournemouth,2023
Donny van de Beek,184,Manchester United,2023
Joël Veltman,184,Brighton & Hove Albion,2023
Naouirou Ahamada,183,Crystal Palace,2023
Carlos Alcaraz,183,Southampton FC,2023
Jaidon Anthony,183,AFC Bournemouth,2023
Joe Aribo,183,Southampton FC,2023
Stuart Armstrong,183,Southampton FC,2023
Taiwo Awoniyi,183,Nottingham Forest,2023
Luke Ayling,183,Leeds United,2023
Kofi Balmer,183,Crystal Palace,2023
Patson Daka,183,Leicester City,2023
Stuart Dallas,183,Leeds United,2023
 David Raya,183,Brentford FC,2023
Matthew Dibley-Dias,183,Fulham FC,2023
 Diogo Dalot,183,Manchester United,2023
Abdoulaye Doucouré,183,Everton FC,2023
Kami Doyle,183,Southampton FC,2023
Paul Dummett,183,Newcastle United,2023
 Emerson Royal,183,Tottenham Hotspur,2023
Evan Ferguson,183,Brighton & Hove Albion,2023
Alex Gilbert,183,Brentford FC,2023
Alfie Gilchrist,183,Chelsea FC,2023
Archie Gray,183,Leeds United,2023
Demarai Gray,183,Everton FC,2023
Alex Iwobi,183,Everton FC,2023
James Justin,183,Leicester City,2023
Maxwell Kinsey-Wellings,183,AFC Bournemouth,2023
Ezri Konsa,183,Aston Villa,2023
Albert Lokonga,183,Crystal Palace,2023
Sékou Mara,183,Southampton FC,2023
Dwight McNeil,183,Everton FC,2023
Divin Mubama,183,West Ham United,2023
Wilfred Ndidi,183,Leicester City,2023
Frank Onyeka,183,Brentford FC,2023
David Ozoh,183,Crystal Palace,2023
Freddie Potts,183,West Ham United,2023
Antonee Robinson,183,Fulham FC,2023
Jeremy Sarmiento,183,Brighton & Hove Albion,2023
Kevin Schade,183,Brentford FC,2023
Kamarai Simon-Swyer,183,West Ham United,2023
Junior Stanislas,183,AFC Bournemouth,2023
Jed Steer,183,Aston Villa,2023
Matt Targett,183,Newcastle United,2023
Harry Toffolo,183,Nottingham Forest,2023
Boubacar Traoré II,183,Wolverhampton Wanderers,2023
Jack Wadham,183,AFC Bournemouth,2023
Reuell Walters,183,Arsenal FC,2023
Aaron Wan-Bissaka,183,Manchester United,2023
Neco Williams,183,Nottingham Forest,2023
Jordan Ayew,182,Crystal Palace,2023
Yves Bissouma,182,Tottenham Hotspur,2023
 Bruno Guimarães,182,Newcastle United,2023
Calum Chambers,182,Aston Villa,2023
Matthew Cox,182,Brentford FC,2023
Alfie Devine,182,Tottenham Hotspur,2023
Christian Eriksen,182,Manchester United,2023
Conor Gallagher,182,Chelsea FC,2023
Anthony Gordon,182,Newcastle United,2023
Marc Guéhi,182,Crystal Palace,2023
Layvin Kurzawa,182,Fulham FC,2023
Saša Lukić,182,Fulham FC,2023
Noni Madueke,182,Chelsea FC,2023
Cole Palmer,182,Manchester City,2023
Cameron Plain,182,AFC Bournemouth,2023
Jaïro Riedewald,182,Crystal Palace,2023
Alex Robertson,182,Manchester City,2023
 Rodrigo,182,Leeds United,2023
Georginio Rutter,182,Leeds United,2023
Oliver Scarles,182,West Ham United,2023
Emile Smith Rowe,182,Arsenal FC,2023
Terry Ablade,181,Fulham FC,2023
Ben Chilwell,181,Chelsea FC,2023
Ben Davies,181,Tottenham Hotspur,2023
Kevin De Bruyne,181,Manchester City,2023
Samuel Edozie,181,Southampton FC,2023
David Fofana,181,Chelsea FC,2023
Ryan Fredericks,181,AFC Bournemouth,2023
Remo Freuler,181,Nottingham Forest,2023
Mason Greenwood,181,Manchester United,2023
Pascal Groß,181,Brighton & Hove Albion,2023
Zidane Iqbal,181,Manchester United,2023
 João Félix,181,Chelsea FC,2023
Victor Kristiansen,181,Leicester City,2023
Roméo Lavia,181,Southampton FC,2023
Sean Longstaff,181,Newcastle United,2023
Anthony Martial,181,Manchester United,2023
Mason Mount,181,Chelsea FC,2023
Dennis Praet,181,Leicester City,2023
Harrison Reed,181,Fulham FC,2023
Sebastian Revan,181,Aston Villa,2023
 Roberto Firmino,181,Liverpool FC,2023
Kaden Rodney,181,Crystal Palace,2023
 Thiago Silva,181,Chelsea FC,2023
Luke Thomas,181,Leicester City,2023
Andros Townsend,181,Everton FC,2023
Bertrand Traoré,181,Aston Villa,2023
 Wanya Marçal,181,Leicester City,2023
Zach Abbott,180,Nottingham Forest,2023
Rayan Aït Nouri,180,Wolverhampton Wanderers,2023
Nathan Aké,180,Manchester City,2023
Trent Alexander-Arnold,180,Liverpool FC,2023
Michail Antonio,180,West Ham United,2023
Mikkel Damsgaard,180,Brentford FC,2023
Tom Davies,180,Everton FC,2023
Luis Díaz,180,Liverpool FC,2023
Cheick Doucouré,180,Crystal Palace,2023
Khayon Edwards,180,Arsenal FC,2023
Enzo Fernández,180,Chelsea FC,2023
Melkamu Frauendorf,180,Liverpool FC,2023
Alejandro Garnacho,180,Manchester United,2023
Ben Greenwood,180,AFC Bournemouth,2023
Sam Greenwood,180,Leeds United,2023
İlkay Gündoğan,180,Manchester City,2023
James Hillson,180,Arsenal FC,2023
Jack Hinchy,180,Brighton & Hove Albion,2023
Jack Hinshelwood,180,Brighton & Hove Albion,2023
 Hugo Bueno,180,Wolverhampton Wanderers,2023
Mathias Jensen,180,Brentford FC,2023
Dexter Lembikisa,180,Wolverhampton Wanderers,2023
 Lucas Paquetá,180,West Ham United,2023
Solly March,180,Brighton & Hove Albion,2023
Tawanda Maswanhise,180,Leicester City,2023
Ben Mee,180,Brentford FC,2023
Stanley Mills,180,Everton FC,2023
Vitaliy Mykolenko,180,Everton FC,2023
Eddie Nketiah,180,Arsenal FC,2023
Michael Olakigbe,180,Brentford FC,2023
Detlef Osong,180,Nottingham Forest,2023
Alex Oxlade-Chamberlain,180,Liverpool FC,2023
Sonny Perkins,180,Leeds United,2023
Jacob Ramsey,180,Aston Villa,2023
 Rúben Neves,180,Wolverhampton Wanderers,2023
Jadon Sancho,180,Manchester United,2023
Adam Smith,180,AFC Bournemouth,2023
Jack Stacey,180,AFC Bournemouth,2023
Layton Stewart,180,Liverpool FC,2023
Kenny Tete,180,Fulham FC,2023
Kieran Tierney,180,Arsenal FC,2023
Ollie Watkins,180,Aston Villa,2023
Jack Wells-Morrison,180,Crystal Palace,2023
Brandon Williams,180,Manchester United,2023
Callum Wilson,180,Newcastle United,2023
Yegor Yarmolyuk,180,Brentford FC,2023
Wilfried Zaha,180,Crystal Palace,2023
Hakim Ziyech,180,Chelsea FC,2023
Ché Adams,179,Southampton FC,2023
 Álex Moreno,179,Aston Villa,2023
Elliot Anderson,179,Newcastle United,2023
Harrison Ashby,179,Newcastle United,2023
Ryan Bertrand,179,Leicester City,2023
 Bruno Fernandes,179,Manchester United,2023
 Chiquinho,179,Wolverhampton Wanderers,2023
Maxwel Cornet,179,West Ham United,2023
Ibrahima Diallo,179,Southampton FC,2023
Mohamed Elneny,179,Arsenal FC,2023
Lewis Hall,179,Chelsea FC,2023
Oliver Hammond,179,Nottingham Forest,2023
Bradley Ibrahim,179,Arsenal FC,2023
Reece James,179,Chelsea FC,2023
Brennan Johnson,179,Nottingham Forest,2023
Jefferson Lerma,179,AFC Bournemouth,2023
Riyad Mahrez,179,Manchester City,2023
Sean McAllister,179,Everton FC,2023
Mislav Oršić,179,Southampton FC,2023
Kalvin Phillips,179,Manchester City,2023
Finley Stevens,179,Brentford FC,2023
Ivan Toney,179,Brentford FC,2023
Kostas Tsimikas,179,Liverpool FC,2023
Deniz Undav,179,Brighton & Hove Albion,2023
Jamie Vardy,179,Leicester City,2023
Brenden Aaronson,178,Leeds United,2023
 Adama Traoré,178,Wolverhampton Wanderers,2023
 Andreas Pereira,178,Fulham FC,2023
 Azpilicueta,178,Chelsea FC,2023
Leon Bailey,178,Aston Villa,2023
Dom Ballard,178,Southampton FC,2023
Sammy Braybrooke,178,Leicester City,2023
James Bree,178,Southampton FC,2023
Moisés Caicedo,178,Brighton & Hove Albion,2023
Ryan Christie,178,AFC Bournemouth,2023
Cătălin Cîrjan,178,Arsenal FC,2023
Bobby Clark,178,Liverpool FC,2023
Luciano D'Auria-Henry,178,Fulham FC,2023
Arnaut Danjuma,178,Tottenham Hotspur,2023
Kiernan Dewsbury-Hall,178,Leicester City,2023
Lucas Digne,178,Aston Villa,2023
 Diogo Jota,178,Liverpool FC,2023
Flynn Downes,178,West Ham United,2023
Anthony Elanga,178,Manchester United,2023
Mohamed Elyounoussi,178,Southampton FC,2023
Eberechi Eze,178,Crystal Palace,2023
 Gabriel Martinelli,178,Arsenal FC,2023
Alex Gibson-Hammond,178,Nottingham Forest,2023
Danny Ings,178,West Ham United,2023
 Jorginho,178,Arsenal FC,2023
Jamal Lewis,178,Newcastle United,2023
Orel Mangala,178,Nottingham Forest,2023
 Manquillo,178,Newcastle United,2023
 Marc Jurado,178,Manchester United,2023
 Mauro Bandeira,178,Arsenal FC,2023
James McArthur,178,Crystal Palace,2023
John McGinn,178,Aston Villa,2023
Kaoru Mitoma,178,Brighton & Hove Albion,2023
Martin Ødegaard,178,Arsenal FC,2023
 Pablo Fornals,178,West Ham United,2023
Christian Pulišić,178,Chelsea FC,2023
Andy Robertson,178,Liverpool FC,2023
Marcel Sabitzer,178,Manchester United,2023
Bukayo Saka,178,Arsenal FC,2023
Ishé Samuels-Smith,178,Everton FC,2023
Jeffrey Schlupp,178,Crystal Palace,2023
Ryan Sessegnon,178,Tottenham Hotspur,2023
Luke Shaw,178,Manchester United,2023
Marcus Tavernier,178,AFC Bournemouth,2023
Kyle Walker,178,Manchester City,2023
Joe Wormleighton,178,Leicester City,2023
Tayo Adaramola,177,Crystal Palace,2023
Daniel Adu-Adjei,177,AFC Bournemouth,2023
Harry Arter,177,Nottingham Forest,2023
Jack Colback,177,Nottingham Forest,2023
Séamus Coleman,177,Everton FC,2023
 Danilo,177,Nottingham Forest,2023
Moussa Djénépo,177,Southampton FC,2023
 Douglas Luiz,177,Aston Villa,2023
Diamond Edwards,177,Southampton FC,2023
 Gustavo Scarpa,177,Nottingham Forest,2023
Hee-chan Hwang,177,Wolverhampton Wanderers,2023
Mateo Kovačić,177,Chelsea FC,2023
Ainsley Maitland-Niles,177,Southampton FC,2023
Andrew Moran,177,Brighton & Hove Albion,2023
Romaine Mundle,177,Tottenham Hotspur,2023
 Nélson Semedo,177,Wolverhampton Wanderers,2023
Dango Ouattara,177,AFC Bournemouth,2023
Travis Patterson,177,Aston Villa,2023
Máximo Perrone,177,Manchester City,2023
Calvin Ramsay,177,Liverpool FC,2023
James Ward-Prowse,177,Southampton FC,2023
 Yago Santiago,177,Tottenham Hotspur,2023
Sèrge Aurier,176,Nottingham Forest,2023
Ben Doak,176,Liverpool FC,2023
 Emerson,176,West Ham United,2023
Saman Ghoddos,176,Brentford FC,2023
 João Gomes,176,Wolverhampton Wanderers,2023
Kyle John,176,Everton FC,2023
Ethan Nwaneri,176,Arsenal FC,2023
 Pedro Porro,176,Tottenham Hotspur,2023
Matt Smith,176,Arsenal FC,2023
Youri Tielemans,176,Leicester City,2023
Yoane Wissa,176,Brentford FC,2023
Kadan Young,176,Aston Villa,2023
George Abbott,175,Tottenham Hotspur,2023
Tyler Adams,175,Leeds United,2023
André Ayew,175,Nottingham Forest,2023
Shandon Baptiste,175,Brentford FC,2023
Jarrod Bowen,175,West Ham United,2023
Nathaniel Clyne,175,Crystal Palace,2023
Lewis Cook,175,AFC Bournemouth,2023
Emmanuel Dennis,175,Nottingham Forest,2023
Pervis Estupiñán,175,Brighton & Hove Albion,2023
Adam Forshaw,175,Leeds United,2023
 Gabriel Jesus,175,Arsenal FC,2023
Jack Grealish,175,Manchester City,2023
Jack Harrison,175,Leeds United,2023
Ben Johnson,175,West Ham United,2023
 Jonny,175,Wolverhampton Wanderers,2023
Rico Lewis,175,Manchester City,2023
Jesse Lingard,175,Nottingham Forest,2023
James Maddison,175,Leicester City,2023
Kobbie Mainoo,175,Manchester United,2023
Lisandro Martínez,175,Manchester United,2023
James Milner,175,Liverpool FC,2023
Tyrick Mitchell,175,Crystal Palace,2023
Mykhaylo Mudryk,175,Chelsea FC,2023
Reiss Nelson,175,Arsenal FC,2023
Cameron Peupion,175,Brighton & Hove Albion,2023
 Ricardo Pereira,175,Leicester City,2023
Mo Salah,175,Liverpool FC,2023
Oliver Skipp,175,Tottenham Hotspur,2023
 Tetê,175,Leicester City,2023
